strain	date
KP637614|A/Thailand/SP07102/2007	2007-12-25
KP637622|A/Thailand/SP07146/2008	2008-09-18
KP637630|A/Thailand/SP08193/2008	2008-12-29
KP637758|A/Thailand/SS07035/2007	2007-10-01
KP637766|A/Thailand/SS07080/2007	2007-11-12
KP637774|A/Thailand/SS07138/2008	2008-11-04
FJ231775|A/Thueringen/40/2005	2005-XX-XX
CY020573|A/Tientsin/78/1977	1977-XX-XX
CY020485|A/Tonga/14/1984	1984-XX-XX
CY043553|A/Tottori/08T010/2008	2008-12-31
CY075490|A/Tottori/52/2008	2008-XX-XX
CY100916|A/Trujillo/WRAIR1702P/2008	2008-12-28
DQ415316|A/TW/130/96	1996-XX-XX
DQ415317|A/TW/3355/97	1997-XX-XX
DQ415318|A/TW/4845/99	1999-XX-XX
CY090845|A/United_Kingdom/1_MA/1933	1956-06-01
CY045756|A/United_Kingdom/1/1933	1956-04-16
JN540082|A/USA/L3/1947	1970-XX-XX
CY021909|A/USSR/46/1979	1979-XX-XX
CY121878|A/USSR/90/1977	1977-XX-XX
KX879557|A/USSR/90/1977	1977-XX-XX
DQ508897|A/USSR/90/1977	1977-XX-XX
CY010372|A/USSR/90/1977	1977-XX-XX
CY009284|A/USSR/92/1977	1977-XX-XX
EU851990|A/Vermont/01/2008	2008-02-18
GQ466376|A/Vermont/03/2008	2008-12-27
CY026683|A/Vermont/UR06_0035/2007	2007-01-16
CY025301|A/Vermont/UR06_0050/2007	2007-01-22
CY025811|A/Vermont/UR06_0051/2007	2007-01-22
CY025795|A/Vermont/UR06_0089/2007	2007-01-26
CY025651|A/Vermont/UR06_0090/2007	2007-01-26
CY025659|A/Vermont/UR06_0301/2007	2007-02-15
CY037455|A/Vermont/UR06_0330/2007	2007-02-16
CY027187|A/Vermont/UR06_0472/2007	2007-03-01
CY025763|A/Vermont/UR06_0485/2007	2007-03-02
CY026619|A/Vermont/UR06_0511/2007	2007-03-05
CY037463|A/Vermont/UR06_0513/2007	2007-03-02
CY026755|A/Vermont/UR06_0556/2007	2007-03-08
CY026571|A/Vermont/UR06_0573/2007	2007-03-12
CY025819|A/Vermont/UR06_0574/2007	2007-03-11
CY026171|A/Vermont/UR06_0575/2007	2007-03-12
CY025469|A/Vermont/UR06_0576/2007	2007-03-12
CY031386|A/Victoria/07159220/2007	2007-10-03
FJ743475|A/Victoria/07159220/2007	2007-10-03
JX477163|A/Victoria/36/1988	1988-XX-XX
FJ743456|A/Victoria/501/2008	2008-07-10
FJ183466|A/Vienna/414/2007	2007-XX-XX
FJ686962|A/Virginia/03/2008	2008-12-10
GQ475724|A/Virginia/07/2008	2008-12-19
CY027827|A/Virginia/UR06_0075/2007	2007-01-25
CY027995|A/Virginia/UR06_0092/2007	2007-01-29
CY031546|A/Virginia/UR06_0107/2007	2007-01-29
CY025995|A/Virginia/UR06_0109/2007	2007-01-29
CY027755|A/Virginia/UR06_0114/2007	2007-01-30
CY027235|A/Virginia/UR06_0117/2007	2007-01-30
CY026835|A/Virginia/UR06_0139/2007	2007-02-01
CY026939|A/Virginia/UR06_0164/2007	2007-02-05
CY028756|A/Virginia/UR06_0180/2007	2007-02-06
CY031132|A/Virginia/UR06_0228/2007	2007-02-09
CY027027|A/Virginia/UR06_0244/2007	2007-02-12
CY025987|A/Virginia/UR06_0245/2007	2007-02-12
CY026907|A/Virginia/UR06_0254/2007	2007-02-13
CY027971|A/Virginia/UR06_0266/2007	2007-02-13
CY026931|A/Virginia/UR06_0267/2007	2007-02-13
CY027939|A/Virginia/UR06_0295/2007	2007-02-14
CY027643|A/Virginia/UR06_0297/2007	2007-02-14
CY028379|A/Virginia/UR06_0332/2007	2007-02-19
CY028411|A/Virginia/UR06_0346/2007	2007-02-19
CY028155|A/Virginia/UR06_0351/2007	2007-02-20
CY027859|A/Virginia/UR06_0360/2007	2007-02-20
CY028772|A/Virginia/UR06_0361/2007	2007-02-20
CY026915|A/Virginia/UR06_0384/2007	2007-02-21
CY028099|A/Virginia/UR06_0387/2007	2007-02-22
CY027707|A/Virginia/UR06_0549/2007	2007-03-07
CY027651|A/Virginia/UR06_0562/2007	2007-03-08
CY027947|A/Virginia/UR06_0594/2007	2007-03-13
CY011184|A/Waikato/10/2001	2001-05-29
CY016459|A/Waikato/11/2005	2005-08-31
CY013581|A/Waikato/13/2005	2005-09-10
CY011192|A/Waikato/16/2001	2001-06-01
CY019997|A/Waikato/17/2005	2005-08-12
CY013040|A/Waikato/18/2000	2000-10-05
CY011208|A/Waikato/18/2001	2001-06-06
CY011952|A/Waikato/19/2000	2000-10-12
CY011200|A/Waikato/20/2001	2001-06-05
CY011600|A/Waikato/3/2001	2001-04-18
CY011160|A/Waikato/4/2001	2001-05-18
CY017315|A/Waikato/4/2005	2005-08-08
CY011232|A/Waikato/42/2001	2001-06-07
CY011224|A/Waikato/51/2001	2001-06-08
CY011168|A/Waikato/7/2001	2001-05-23
CY011392|A/Waikato/80/2001	2001-06-21
CY016435|A/Waikato/92/2001	2001-06-07
EU716598|A/Washington/01/2008	2008-01-10
FJ532073|A/Washington/05/2008	2008-07-23
FJ532083|A/Washington/06/2008	2008-02-18
FJ686983|A/Washington/08/2008	2008-11-02
FJ686964|A/Washington/10/2008	2008-11-08
EU516089|A/Washington/27/2007	2007-10-04
EU516303|A/Washington/28/2007	2007-11-06
EU516081|A/Washington/28/2007	2007-11-06
EU516253|A/Washington/33/2007	2007-12-14
EU516238|A/Washington/34/2007	2007-12-19
EU516301|A/Washington/40/2007	2007-12-27
CY037327|A/Washington/AF06/2007	2008-01-10
CY009452|A/Weiss/43	1966-XX-XX
CY147366|A/Weiss/JY2/1943	1966-XX-XX
CY011152|A/Wellington/1/2001	2001-05-10
CY013557|A/Wellington/10/2005	2005-09-06
CY012600|A/Wellington/11/2000	2000-08-23
CY014007|A/Wellington/11/2005	2005-09-08
CY013565|A/Wellington/12/2005	2005-09-13
CY013589|A/Wellington/13/2005	2005-09-20
CY016196|A/Wellington/14/2000	2000-09-06
CY015580|A/Wellington/14/2005	2005-10-05
CY012608|A/Wellington/16/2000	2000-09-04
CY012304|A/Wellington/17/2001	2001-06-28
CY013032|A/Wellington/18/2000	2000-09-07
CY010996|A/Wellington/2/2000	2000-06-19
CY016971|A/Wellington/24/2000	2000-09-29
CY011240|A/Wellington/28/2001	2001-07-30
CY011004|A/Wellington/3/2000	2000-06-19
CY011176|A/Wellington/3/2001	2001-05-29
CY011608|A/Wellington/32/2001	2001-07-23
CY021629|A/Wellington/4/2000	2000-07-05
CY125036|A/Wellington/47/1992	1992-XX-XX
JX477164|A/Wellington/47/1992	1992-XX-XX
CY011012|A/Wellington/5/2000	2000-07-24
CY020509|A/Wellington/6/2000	2000-07-25
CY012296|A/Wellington/7/2000	2000-XX-XX
CY011216|A/Wellington/9/2001	2001-06-18
CY011072|A/West_Coast/31/2001	2001-07-02
CY010404|A/West_Coast/33/2001	2001-07-03
CY020269|A/Western_Australia/18/2001	2001-06-19
CY020277|A/Western_Australia/19/2001	2001-07-17
CY019923|A/Western_Australia/20/2001	2001-07-03
CY020421|A/Western_Australia/21/2001	2001-08-22
CY020429|A/Western_Australia/22/2001	2001-09-06
CY020157|A/Western_Australia/77/2005	2005-08-09
U53162|A/Wisconsin/4754/1994	1994-XX-XX
U53163|A/Wisconsin/4755/1994	1994-XX-XX
CY009604|A/Wilson_Smith/1933	1956-XX-XX
DQ508905|A/Wilson_Smith/1933	1956-XX-XX
EU100710|A/Wisconsin/01/2007	2007-02-01
EU887030|A/Wisconsin/01/2008	2008-01-28
FJ549068|A/Wisconsin/12/2008	2008-11-03
FJ687031|A/Wisconsin/16/2008	2008-11-16
FJ686954|A/Wisconsin/17/2008	2008-12-05
GQ475701|A/Wisconsin/20/2008	2008-12-25
EU100711|A/Wisconsin/24/2006	2006-12-09
CY177464|A/Wisconsin/263/1976	1976-XX-XX
CY026139|A/Wisconsin/301/1976	1976-XX-XX
CY178719|A/Wisconsin/301/1976	1976-XX-XX
EU566990|A/Wisconsin/35/2007	2007-12-05
EU851978|A/Wisconsin/36/2007	2007-12-30
EU100712|A/Wisconsin/37/2006	2006-12-19
EU199309|A/Wisconsin/49/2006	2006-12-29
U08904|A/WS/1933	1956-XX-XX
HE802059|A/WSN/1933	1956-XX-XX
CY010788|A/WSN/1933_TS61	1956-XX-XX
CY034132|A/WSN/1933	1956-XX-XX
EU779622|A/Wyoming/10/2008	2008-02-14
HM144139|A/Yazd/144/2006	2006-01-08
CY043561|A/Yokohama/78/2008	2008-02-28
